Id,Price
4567,151991.5562667158
5925,130956.19775552316
960,147205.9979460398
3848,137812.6428986604
746,206476.35635504365
868,396488.5589240469
672,124305.12580457974
2471,201381.41822685604
4510,115193.03571918166
8354,234931.98266397603
6393,174758.22797820138
13270,246696.77940172184
5250,316837.2038503208
16751,179724.90010744758
11404,125682.89957799307
10588,319086.93879529636
14925,202460.5020421594
6791,219736.677444484
16097,194860.84200261926
16428,346820.80019053654
6945,356005.7465315064
3190,194176.34657611378
15709,426519.1980833234
13155,182251.43420386445
7675,195579.76727485028
14686,250150.64859868676
609,178463.28813616902
11155,159037.41104847885
10869,206738.46904083324
15742,222997.02062690014
9245,197308.54174236438
3340,182727.8326842817
2359,289802.74428661674
8070,227141.34487260698
13707,126498.87740204805
16079,293927.5429436133
15937,333006.05138911377
14090,178995.00093320163
9008,225712.65405543655
16384,189417.3083449204
11657,249407.0998246711
13151,163850.26767749886
8990,184931.83648291556
11857,183822.9882469287
1565,160849.32818398756
8174,114965.74982010963
9247,240796.67015627516
10478,216855.3551223154
15509,150781.7378479851
8306,202609.88929964424
6642,182312.00241062863
7472,225400.29468885736
15989,143141.67032274202
13682,131151.67239066877
163,298434.5229842845
7076,182832.54528365398
7478,374660.03185868624
3029,187251.3227565987
1814,142865.45871097755
10057,128281.62750675068
15100,192106.26723384074
12694,221349.01544400028
6291,184985.75275850622
12603,192390.94595788597
3218,255762.518965045
13456,127499.92923372085
10170,241571.3422430522
4530,156862.1101516514
13329,183427.22594543363
4820,148067.84524749863
10896,176199.62290576444
13416,122688.9285146841
2701,225758.07934325235
11265,340948.093685753
9189,275787.46034628374
1858,173512.5049782065
14536,240549.3405458727
6199,261958.5457632437
14730,154828.04863620596
7510,260640.4482252202
15505,162967.7640664497
7446,181236.0311417863
14016,187434.998961224
14113,116950.62895478311
8721,303224.2995594786
6193,300471.42485835456
5717,173642.31324034
5427,328962.5232803955
9520,469523.87066567113
6869,108078.01982087591
1658,164995.42328944456
6639,225939.03157980173
6283,192495.32713938828
6257,130012.86981324982
15235,172691.8607533733
902,226837.87779362913
8932,211041.01223709484
16469,339698.9165208457
2825,271617.6300373405
6450,445574.46722218895
11366,178470.62580360213
3801,324989.50050436886
11385,194716.371448178
1079,190052.42859807354
3202,297950.02639496344
676,206376.70170741333
6185,286665.8602158239
7730,174325.76394758318
2573,180767.4019867669
10978,203417.37191139234
10962,287789.66853676154
8870,207769.01609933027
8496,187595.81575187767
5517,175341.2192854127
927,181569.45821700242
13675,186664.99361501573
1499,226478.2347606263
15536,349126.10409829457
8602,310588.567425829
12137,434915.47526619805
9865,263894.21923848824
16353,282935.49764699023
15908,220201.54478312022
3944,182463.39074678748
10359,195668.2844081386
15158,216758.8757574957
3259,241550.09587015872
7220,317308.5801317746
13843,215789.8524315594
16736,192658.8454506264
702,248742.82967354922
16401,137539.734279221
12134,203925.84817441288
6918,199365.99014141568
11792,136882.3567795996
3798,157716.23209697206
10395,133382.51915847874
11099,136907.45985976412
7090,193105.8640968413
11260,182739.98884770653
9647,214099.15540314588
2903,372327.4445376599
2071,187317.98606117285
8604,209152.9739567623
9346,209958.58698984972
3945,213014.50061082287
3420,152970.75768681255
10842,127404.73632061477
725,166379.9770416064
13931,209130.05838959396
16330,232369.62368195475
9066,420631.7655478303
3326,312184.969309921
1556,273377.83161787636
6579,109877.35367477633
13877,159694.0008870757
9857,328029.7749181798
7302,260075.24139650952
5684,183490.72989286715
6513,237089.7054838321
11342,116960.24891352054
16561,234876.8192807623
6885,183923.483948241
9308,181673.20191856197
2559,188209.13187012883
6648,180331.07488059596
15260,172479.19242428817
5113,182514.03216672296
16492,203269.4053649352
12034,293213.30411206716
7248,205131.89915339457
2171,210384.41063736723
10594,167007.18957357193
13241,184871.84934274352
7032,147918.43324384652
4884,171037.83342973283
903,249895.04606478475
162,169372.92240441238
6566,227043.51791357482
8249,146650.01961703275
13106,204963.16241807843
256,127331.20736674903
7976,170037.7927330419
8575,209166.43051704465
7591,309107.1974192103
3204,234099.48207800434
15804,181714.55638762368
1525,312425.6956606438
9038,194910.1369349902
13628,203818.70867267932
10016,209494.8766509813
10208,227999.06181959022
2008,183731.11978550823
13029,208979.79302291974
5099,125705.60132531363
9923,311974.33550891856
9461,146993.14233216192
11086,183996.74252810297
15057,225954.25201571552
10689,212640.99340669572
2053,234237.6219993013
16630,169457.5354024644
4985,170636.38199203022
13881,287073.640547516
13225,201894.99390082038
5779,74607.62833047596
10262,182682.58683036445
10762,229272.09884609777
9513,200584.00197197762
11128,179067.5645619575
2074,320325.56658371544
933,207794.0025091497
2780,184715.63953296217
6594,112275.9699875802
15394,298116.38526748016
14863,148226.7942665658
6698,217446.2242126478
1611,295174.03222065547
174,187299.45701377987
5160,293410.50780834275
3295,345765.1141708393
4559,365003.8625723939
8254,182670.66232704956
10228,110932.43470700509
13924,142651.75461315268
15341,246323.5730411217
4353,177730.93985943086
4334,77318.921663231
1872,200538.95585972344
7823,183645.06886650884
310,160700.01143245513
3704,274814.73732154316
11615,282328.94663594954
6605,213356.5645006452
3381,204206.05652461603
2143,139251.5723491817
3191,273883.39304755366
13980,138844.33173955325
15613,167762.28308272
10943,258119.3395495243
9654,127424.19593186933
16053,448664.84070493485
14931,219270.08670888765
8299,246000.5535332208
2147,175070.59338221548
11567,348516.97376314655
5905,141958.63425962868
11160,152107.51903550752
8275,141816.50648642893
16398,276637.14818047674
11229,208113.84558425687
10309,172547.20587093788
7340,264259.25190498354
7653,160034.19482903663
272,201200.52657971875
9831,216491.18797269644
5016,145223.0541883634
5968,75397.25853662542
796,245022.29887520295
12123,132392.19627509857
16629,200546.4717775951
2637,174260.05259310646
6194,228977.66853219015
6216,410803.54751762096
14346,182900.2097408653
6428,141252.58354462404
2891,246531.29852899772
84,180660.21277524738
9260,212516.7081612723
15250,143099.36805559736
2348,189422.66121580562
10427,287526.5439977229
13230,281235.5544327647
1691,180866.09779110865
8803,129262.72832143851
5464,264866.9487473103
10559,113982.42440700604
16787,287205.46022554353
4278,165132.35762384874
6183,173904.57292169804
12775,167913.66511695992
10104,183783.73890275595
13663,184269.77435926444
9404,238619.90799612395
14724,204622.66002227121
10040,182478.26057844755
4646,190756.95359991334
4754,157982.48435702722
3310,224127.37684426428
2003,189672.3744646647
7312,265995.6621840311
10921,246580.56846306412
13419,277108.81128287886
10105,165872.9149455538
2196,359807.93659394607
12659,245927.6735958991
4380,246897.9708742225
10847,153210.05303494522
10805,298013.38099674723
8709,104898.113973234
8319,179970.4250191366
2215,183449.72486945655
7000,203756.27560076822
7701,111778.27814477298
9678,206969.55463972504
14026,210422.72647435978
7971,171463.07637561625
13734,143321.44291971
16483,193691.7009232098
6150,211172.90919322034
2931,301215.8571629665
5418,190668.60189912785
1662,478701.1340416871
2441,216842.21103361505
669,167041.7341184795
7734,177246.23158884337
6010,284318.6349314565
266,137935.27926886635
632,133948.31517080034
16221,120461.93640101819
11832,179603.9593974934
5035,128297.11220059109
37,121389.18492404796
6168,178449.69114055464
11757,181382.83080248212
8086,151235.21005956168
6529,220562.44513453185
15121,207802.68949728188
13904,140637.05236299962
3711,169786.00813223943
16563,141294.20379191774
14494,206757.0283363943
3006,217391.60482801445
15299,120402.54663765033
92,289431.0128520401
8066,190121.26027916872
16071,203496.585639098
10662,141436.21233434882
3883,234359.1519214527
5511,142361.26777933096
2821,261968.44452864933
9570,198465.9572924724
4326,254836.93625170924
9251,225052.88293662522
9031,201794.886749291
12689,161716.60936783598
16380,271992.58144933434
1053,240945.99285161283
4568,196125.9466835837
16140,117141.61755116568
14356,391384.17022590403
8466,182809.76831205148
15652,154513.22425527155
3285,119769.08851899252
3198,167691.6749493156
14088,437388.9496453206
2268,149657.56654291158
15472,218998.80958012014
1203,271605.4752002559
7157,296448.44420359243
6886,189138.76905025844
5083,253579.8293105746
7467,117079.28339201225
14068,231215.38997043917
2080,175130.6497341161
10865,151496.4591885372
13516,182871.90942120727
14150,214352.17043202513
7609,112107.99359341715
2144,254317.83476709126
10357,203473.97911463364
2396,280985.34834776184
1526,262765.02660234185
10890,242761.9935258431
8638,363797.7784095479
6050,274668.60174084513
7639,113205.44751758299
10544,187318.04808030685
9577,278582.9753541766
13195,213780.64422332883
3484,211030.29773203732
16668,431518.4165852236
7171,182219.93966358548
8547,223925.1893793487
12735,217636.60709346342
9093,197948.00022874435
15323,305951.971342478
14897,147929.7307326648
5135,158062.589313234
5327,226870.30050537424
13133,248956.0162178502
1676,299558.80143654405
16296,289535.60779183515
1095,149906.1993460649
12528,151317.9429900426
7348,276433.78290923353
11663,167871.32492849336
1803,212208.75619947514
1510,243136.5629723194
16045,191902.42506427955
2900,145332.19758489085
3236,178792.66536131554
1318,221918.29230037547
14948,225590.25148357052
7840,309260.01820076216
15325,185697.1999868325
8700,162093.57641501012
15706,190739.50196142017
14449,158010.88694573482
16117,225833.09441931001
4529,190220.80633188775
11199,186001.34292790282
4052,359719.3643484403
821,198510.69562880404
68,282920.1492034165
554,127368.85636231379
452,184304.92678651027
11394,336399.15463521547
11393,177596.25363282292
9535,162127.99006012568
4024,189658.06592638948
10069,208095.8632449274
12007,159363.04493180406
12368,383878.4699510336
1259,360693.1634910162
1124,333300.80988728686
3707,188040.82158076472
8767,168132.76702533365
1919,161859.20535814826
16741,162943.41102359336
6664,286088.52412280056
5688,369557.9328393964
7799,164071.98482507345
